date,water_level_m,danger_level_m,rainfall_mm
2023-06-07,1.64,7.0,0.0
2023-06-08,1.51,7.0,0.0
2023-06-09,1.23,7.0,5.0
2023-06-10,1.03,7.0,0.0
2023-06-11,1.07,7.0,0.0
2023-06-12,1.18,7.0,0.0
2023-06-13,1.36,7.0,0.0
2023-06-14,1.6,7.0,55.0
2023-06-15,1.8,7.0,115.0
2023-06-16,1.95,7.0,365.0
2023-06-17,2.15,7.0,70.0
2023-06-18,2.13,7.0,240.0
2023-06-19,2.29,7.0,80.0
2023-06-20,2.38,7.0,170.0
2023-06-21,2.61,7.0,0.0
2023-06-22,2.69,7.0,35.0
2023-06-23,2.67,7.0,15.0
2023-06-24,2.8,7.0,20.0
2023-06-25,2.68,7.0,0.0
2023-06-26,2.74,7.0,0.0
2023-06-27,2.77,7.0,0.0
2023-06-28,2.78,7.0,130.0
2023-06-29,2.87,7.0,325.0
2023-06-30,2.82,7.0,85.0
2023-07-03,3.2,7.0,875.0
2023-07-04,3.39,7.0,25.0
2023-07-05,3.55,7.0,0.0
2023-07-06,3.62,7.0,100.0
2023-07-07,3.75,7.0,60.0
2023-07-08,3.75,7.0,50.0
2023-07-09,3.78,7.0,25.0
2023-07-10,3.69,7.0,35.0
2023-07-11,3.68,7.0,20.0
2023-07-12,3.62,7.0,240.0
2023-07-13,3.63,7.0,0.0
2023-07-14,3.63,7.0,0.0
2023-07-15,3.68,7.0,60.0
2023-07-16,3.77,7.0,65.0
2023-07-17,3.79,7.0,20.0
2023-07-18,3.82,7.0,0.0
2023-07-19,3.79,7.0,0.0
2023-07-20,3.78,7.0,0.0
2023-07-21,3.75,7.0,0.0
2023-07-22,3.71,7.0,165.0
2023-07-23,3.68,7.0,0.0
2023-07-24,3.59,7.0,0.0
2023-07-25,3.48,7.0,0.0
2023-07-26,3.36,7.0,0.0
2023-07-27,3.4,7.0,20.0
2023-07-28,3.23,7.0,0.0
2023-07-29,3.16,7.0,40.0
2023-07-30,3.1,7.0,0.0
2023-07-31,3.05,7.0,0.0
2023-08-01,3.08,7.0,0.0
2023-08-02,3.35,7.0,15.0
2023-08-04,3.42,7.0,105.0
2023-08-05,3.36,7.0,95.0
2023-08-06,3.33,7.0,180.0
2023-08-07,3.47,7.0,225.0
2023-08-08,3.39,7.0,105.0
2023-08-09,3.29,7.0,25.0
2023-08-10,3.23,7.0,0.0
2023-08-11,3.26,7.0,5.0
2023-08-12,3.24,7.0,10.0
2023-08-13,3.3,7.0,695.0
2023-08-14,3.5,7.0,90.0
2023-08-17,3.59,7.0,0.0
2023-08-18,3.7,7.0,485.0
2023-08-19,3.75,7.0,0.0
2023-08-28,3.43,7.0,150.0
2023-08-29,3.55,7.0,0.0
2023-08-30,3.63,7.0,0.0
2023-08-31,3.73,7.0,0.0
2023-09-01,3.82,7.0,0.0
2023-09-02,3.92,7.0,0.0
2023-09-03,3.94,7.0,30.0
2023-09-13,3.16,7.0,0.0
2023-09-14,3.25,7.0,0.0
2023-09-15,3.24,7.0,0.0
2023-09-17,3.08,7.0,0.0
2023-09-18,3.04,7.0,0.0
2023-09-19,3.08,7.0,60.0
2023-09-20,3.0,7.0,20.0
2023-09-21,2.98,7.0,110.0
2023-09-22,2.84,7.0,600.0
2023-09-24,2.65,7.0,155.0
2023-09-25,2.65,7.0,190.0
2023-09-26,2.68,7.0,0.0
2023-09-27,2.74,7.0,0.0
2023-09-28,2.84,7.0,0.0
2023-09-29,3.0,7.0,0.0
2023-09-30,3.26,7.0,0.0
2023-10-01,3.38,7.0,0.0
2023-10-02,3.38,7.0,125.0
2023-10-03,3.34,7.0,50.0
2023-10-04,3.24,7.0,35.0
2023-10-07,3.46,7.0,0.0
2023-10-10,3.25,7.0,110.0
2023-10-13,3.11,7.0,0.0
2023-10-14,3.09,7.0,0.0
2023-10-15,3.1,7.0,0.0
2023-10-16,3.06,7.0,0.0
2023-10-17,3.04,7.0,0.0
2023-10-18,2.94,7.0,0.0
2023-10-19,2.86,7.0,0.0
2023-10-20,2.66,7.0,0.0
2023-10-21,2.39,7.0,0.0
2023-10-22,2.23,7.0,0.0
2023-10-23,2.12,7.0,0.0
2023-10-24,2.07,7.0,20.0
2023-10-25,2.05,7.0,0.0
2023-10-26,2.1,7.0,0.0
2023-10-27,2.11,7.0,0.0
2023-10-28,2.1,7.0,0.0
2023-10-29,2.14,7.0,0.0
2023-10-30,2.15,7.0,0.0
2023-10-31,2.08,7.0,0.0
2023-11-01,1.96,7.0,0.0
2023-11-02,1.72,7.0,0.0
2023-11-03,1.51,7.0,0.0
2023-11-04,1.32,7.0,0.0
2024-03-14,0.89,7.0,0.0
2024-03-15,0.79,7.0,0.0
2024-03-16,0.51,7.0,0.0
2024-03-17,0.08,7.0,50.0
2024-03-21,0.17,7.0,20.0
2024-03-22,0.3,7.0,0.0
2024-03-23,0.66,7.0,0.0
2024-03-24,0.76,7.0,100.0
2024-03-25,0.89,7.0,0.0
2024-03-26,0.94,7.0,5.0
2024-03-27,0.97,7.0,0.0
2024-03-28,1.11,7.0,0.0
2024-03-29,1.0,7.0,0.0
2024-03-30,0.91,7.0,0.0
2024-03-31,0.88,7.0,10.0
2024-04-01,0.69,7.0,0.0
2024-04-02,0.68,7.0,0.0
2024-04-03,0.46,7.0,0.0
2024-04-04,0.54,7.0,0.0
2024-04-05,0.73,7.0,0.0
2024-04-06,0.96,7.0,0.0
2024-04-07,1.17,7.0,0.0
2024-04-08,1.28,7.0,20.0
2024-04-09,1.4,7.0,0.0
2024-04-10,1.44,7.0,0.0
2024-04-11,1.35,7.0,0.0
2024-04-12,1.19,7.0,0.0
2024-04-13,1.0,7.0,0.0
2024-04-14,0.84,7.0,0.0
2024-04-15,0.46,7.0,0.0
2024-04-16,0.42,7.0,0.0
2024-04-17,0.46,7.0,0.0
2024-04-18,0.64,7.0,0.0
2024-04-19,0.9,7.0,0.0
2024-04-20,0.95,7.0,0.0
2024-04-21,1.16,7.0,0.0
2024-04-22,1.25,7.0,0.0
2024-04-23,1.2,7.0,0.0
2024-04-24,1.37,7.0,0.0
2024-04-25,1.48,7.0,0.0
2024-04-26,1.48,7.0,0.0
2024-04-27,1.64,7.0,0.0
2024-04-28,1.5,7.0,0.0
2024-04-29,1.4,7.0,0.0
2024-04-30,1.15,7.0,0.0
2024-05-01,1.27,7.0,0.0
2024-05-02,1.08,7.0,0.0
2024-05-06,1.67,7.0,50.0
2024-05-07,1.67,7.0,115.0
2024-05-08,1.72,7.0,0.0
2024-05-09,1.77,7.0,0.0
2024-05-10,1.75,7.0,0.0
2024-05-11,1.65,7.0,105.0
2024-05-12,1.48,7.0,0.0
2024-05-13,1.37,7.0,0.0
2024-05-14,1.12,7.0,0.0
2024-05-15,0.95,7.0,0.0
2024-05-16,0.85,7.0,0.0
2024-05-17,0.85,7.0,0.0
2024-05-18,0.89,7.0,75.0
2024-05-19,0.95,7.0,15.0
2024-05-21,1.19,7.0,20.0
2024-05-23,1.42,7.0,0.0
2024-05-25,1.74,7.0,0.0
2024-05-26,1.95,7.0,80.0
2024-05-27,2.38,7.0,0.0
2024-05-29,2.41,7.0,10.0
2024-06-02,2.95,7.0,0.0
2024-06-03,2.1,7.0,25.0
2024-06-04,2.22,7.0,175.0
2024-06-05,2.47,7.0,10.0
2024-06-10,2.64,7.0,280.0
2024-06-11,2.63,7.0,0.0
2024-06-13,2.56,7.0,0.0
2024-06-15,2.66,7.0,145.0
2024-06-20,3.55,7.0,180.0
2024-06-22,3.91,7.0,160.0
2024-06-23,4.04,7.0,0.0
2024-06-24,4.08,7.0,0.0
2024-06-25,4.11,7.0,90.0
2024-06-26,4.07,7.0,0.0
2024-06-27,4.05,7.0,60.0
2024-06-28,4.06,7.0,30.0
2024-06-29,4.05,7.0,120.0
2024-06-30,4.03,7.0,40.0
2024-07-01,4.03,7.0,225.0
2024-07-02,4.07,7.0,875.0
2024-07-03,4.21,7.0,335.0
2024-07-04,4.3,7.0,30.0
2024-07-05,4.39,7.0,10.0
2024-07-06,4.5,7.0,235.0
2024-07-07,4.56,7.0,210.0
2024-07-08,4.6,7.0,325.0
2024-07-09,4.6,7.0,40.0
2024-07-10,4.6,7.0,95.0
2024-07-11,4.56,7.0,15.0
2024-07-12,4.55,7.0,185.0
2024-07-13,4.6,7.0,0.0
2024-07-14,4.69,7.0,0.0
2024-07-15,4.65,7.0,0.0
2024-07-16,4.63,7.0,0.0
2024-07-17,4.58,7.0,0.0
2024-07-18,4.55,7.0,0.0
2024-07-22,4.45,7.0,140.0
2024-07-23,4.4,7.0,35.0
2024-07-24,4.38,7.0,155.0
2024-07-25,4.35,7.0,60.0
2024-07-26,4.3,7.0,0.0
2024-07-27,4.2,7.0,0.0
2024-07-28,4.09,7.0,0.0
2024-07-29,4.02,7.0,35.0
2024-07-30,4.0,7.0,50.0
2024-07-31,3.79,7.0,450.0
2024-08-01,3.7,7.0,65.0
2024-08-02,3.72,7.0,165.0
2024-08-03,3.73,7.0,230.0
2024-08-04,3.73,7.0,40.0
2024-08-05,3.7,7.0,0.0
2024-08-06,3.71,7.0,105.0
2024-08-07,3.74,7.0,30.0
2024-08-08,3.78,7.0,15.0
2024-08-09,3.76,7.0,60.0
2024-08-10,3.75,7.0,145.0
2024-08-11,3.7,7.0,30.0
2024-08-12,3.67,7.0,540.0
2024-08-13,3.67,7.0,20.0
2024-08-14,3.69,7.0,0.0
2024-08-15,3.69,7.0,0.0
2024-08-16,3.69,7.0,0.0
2024-08-17,3.73,7.0,0.0
2024-08-18,3.76,7.0,0.0
2024-08-19,3.8,7.0,10.0
2024-08-31,3.79,7.0,0.0
2024-09-01,3.78,7.0,185.0
2024-09-02,3.74,7.0,0.0
2024-09-03,3.74,7.0,140.0
2024-09-04,3.75,7.0,0.0
2024-10-14,3.09,7.0,0.0
2024-10-15,3.13,7.0,0.0
2024-10-16,3.14,7.0,0.0
2024-10-17,3.26,7.0,0.0
2024-10-18,3.34,7.0,40.0
2024-10-19,3.32,7.0,0.0
2024-10-20,3.29,7.0,0.0
2024-10-21,3.12,7.0,0.0
2024-10-22,2.91,7.0,0.0
2024-10-23,2.68,7.0,0.0
2024-10-24,2.53,7.0,10.0
2024-10-25,2.57,7.0,0.0
2024-10-26,2.51,7.0,0.0
2024-10-27,2.46,7.0,0.0
2024-10-28,2.34,7.0,0.0
2024-10-29,2.29,7.0,0.0
2024-10-30,2.31,7.0,0.0
2024-10-31,2.34,7.0,0.0
2024-11-01,2.26,7.0,0.0
2024-11-02,2.29,7.0,60.0
